segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
257328956128,29,34,,,,,,,,18,,28,28,27,26,,,,,,,31,17,48,25
251993801440,55,,,,,,,,,,,,,55,,,,,,,,,,,
241323492064,33,42,35,31,36,,40,40,38,41,28,33,26,30,29,27,25,38,34,38,28,34,38,30,33
120997551881,35,41,,43,,,,,,,37,46,35,97,36,33,,39,19,9,31,29,36,33,48
238236484320,77,,,,,,,,,,79,81,69,79,76,,,,75,,,,79,,
145290707680,70,,,,,,,,,68,,54,,,82,,,,,,,,,,
139955552992,55,79,75,83,85,76,82,70,50,60,57,53,53,56,58,44,31,41,37,32,34,34,63,61,75
129285243616,42,44,,,,,,,,,,,42,,,,,36,,,,,46,,41
123950088928,27,33,,,,,,,35,,4,14,26,30,41,8,23,,,,,,29,31,32
113279779552,52,,,,,,,,,42,,59,,58,55,56,,40,,,,44,50,54,61
107944624864,76,81,,,,,,79,66,7,78,80,79,88,83,75,70,75,,68,,70,76,83,77
102609470176,64,80,105,94,,,89,,,16,13,15,77,36,27,70,67,60,87,,85,79,76,70,78
97274315488,62,,,,,,,,,,,,,,,,62,,,,,,,,
86604006112,46,71,,,,,,,,,66,,32,45,,,,34,,7,,,,57,
75933696736,84,,,,,,,,88,84,76,,,,,,85,,,,,,,,
46942920457,28,32,,,,,,,,,,,35,,,35,29,,26,18,,,27,26,27
232901329632,12,12,,,,,,,,,,,,,,,,,,,,,,,
213406457609,51,29,57,,,,,,,,,,79,,,33,42,34,,,,,51,,71
296285651680,51,48,54,,,,102,58,48,34,25,28,40,41,39,29,58,56,72,102,,60,92,59,41
63418146569,26,,,,,,,,,,,44,18,19,20,21,26,,,,,,,,
317693379296,56,,,,,81,75,47,,4,7,34,57,56,54,52,50,52,,52,,67,64,80,57
208071302921,36,,,,,,,,,31,,,40,,,,,,,,,,,,
290950496992,40,,,,,40,,,,,,,,,,,,,,,,,,,
202736148233,45,,,,,,,48,,,59,56,48,,,49,39,,,,49,35,45,41,
251255603936,49,46,,,,,,51,12,5,,,,,35,,,88,53,,,,62,54,49
197400993545,28,,,,,,,,,,,,38,,,,,,,,18,,,,
228573060873,49,,,,,,,,,32,,,,,,63,,,,,,,,,
245920449248,45,56,71,,,,73,,24,19,26,46,29,82,59,32,24,20,18,41,53,59,62,55,70
217902751497,66,64,,,,,,,,,,,,,,,101,55,,,52,,,53,
212567596809,36,,,,,,,,38,23,,,,36,41,,,,32,,,,43,,
207232442121,51,101,,,60,,,,50,44,42,65,77,38,37,36,51,35,,75,,58,42,60,35
196562132745,52,49,,,,,50,60,,57,58,47,52,58,55,49,51,44,48,49,73,40,54,47,43
185891823369,38,,,,,,,,37,49,32,53,35,31,36,,29,41,,44,,32,35,,
180556668681,38,,,,,,,,,,,,47,19,,24,43,32,46,,,,46,32,
175221513993,42,62,,,,,,,43,42,28,48,38,59,24,41,29,,,,20,,,,17
143210585865,23,,,,,,,,,,,,,,,,23,,,,,,,,
137875431177,25,,,,,,,,,25,,,,,,,,,,,,,,,
95194193673,25,,,,,,,,62,,,,15,,,20,,,11,,,,21,,
89859038985,36,,45,,,,,,16,,23,,20,26,23,50,,50,,,,,48,,56
192065838857,26,28,28,27,24,,30,27,33,23,23,26,26,25,31,27,24,29,22,21,24,23,22,22,33
305815110368,41,55,,,,64,,,,,8,,,14,,,,74,17,,36,,,33,
300479955680,54,54,,,,,,,,,57,49,57,54,48,58,53,,58,55,,,43,49,
295144800992,23,15,,,,,,,,,,,,,5,,,,27,,,,,36,
289809646304,50,38,,,,,,,,26,18,42,38,54,83,123,,26,46,,26,,61,,77
57848110857,54,,,,,,,,,,,,,54,,,,,,,,,,,
274945032928,25,31,20,,32,,34,,,23,37,24,22,27,29,26,14,10,68,25,22,23,22,,16
47177801481,33,56,,,,,,43,33,51,22,34,,27,,17,22,25,30,,27,,26,,
257798718176,58,,,,,,,,,64,58,57,56,61,54,56,61,50,61,,54,63,66,,
252463563488,33,,,,,,,,,,,,,,,,,,,,,,,33,
247128408800,49,61,39,,62,66,56,,33,46,38,40,46,49,42,44,43,43,40,101,45,47,43,55,50
241793254112,45,81,77,82,73,64,88,96,70,20,42,35,33,30,44,32,27,35,26,23,27,46,57,63,67
151095624416,42,53,,50,48,50,49,45,37,47,27,34,28,30,43,36,44,48,58,,41,21,33,28,37
145760469728,72,,,,,82,,,,,70,,,64,77,,,56,30,,,,85,99,91
221090422537,51,,,,,,69,66,60,63,62,59,60,62,61,56,67,52,60,55,30,26,55,58,60
129755005664,30,25,,,,,,,,,,,,31,34,,27,,,,25,28,35,34,
119084696288,77,,,,,,,,,,,,,,,,,,,77,,,,,
235250139872,37,,,,,,,,,,29,,43,,,,,37,,,,,,43,
92408922848,75,83,,,,,,80,,28,30,78,89,81,83,84,71,82,,77,,79,73,67,83
87073768160,90,,,,,,,,,,,,124,,,,,79,82,,,83,,,
76403458784,29,31,44,41,38,31,44,,30,59,20,26,28,14,13,32,18,23,28,20,20,16,33,33,33
215755267849,33,,,,,,,,,,,,31,28,,,31,,,39,,,,,
264274723552,48,62,69,29,,,58,47,39,45,52,52,43,51,47,37,40,37,33,41,48,50,60,59,57
176060374793,32,36,,,,,24,,18,19,25,36,31,36,30,60,26,36,,,40,29,26,41,29
87140877024,32,,,,,,,,,,,38,24,,,,,37,,,,,,,
300714836704,24,,,,,19,,,27,,,,,,,,,,,,,,,,
205084958473,34,39,,,,,,,,,,31,,30,,,,,,36,,,,,
287964152544,41,,,,,,,,44,,37,43,37,63,45,53,49,35,31,35,44,32,34,36,40
63753690889,126,,,,,,,,,,,126,,,,,,,,,,,,,
79759154953,38,46,,,,,,,,,,,,,,,,,,,,,29,,
27951111945,25,,,,,,,,,,,25,,21,20,18,,30,,,,25,28,29,
145190044384,83,92,,,,,,,,69,80,64,103,,126,66,69,,82,,77,76,84,,
239713132297,67,,,,,,,,,,,,,,,67,,,,,,,,,
223707668233,33,52,49,49,,42,84,34,23,27,30,28,32,30,26,31,22,37,36,33,31,37,32,48,45
213037358857,29,,,,,21,,32,30,33,33,36,29,25,27,28,21,33,27,26,24,29,36,29,27
207702204169,49,70,47,,63,62,,45,33,68,31,37,31,32,55,,52,36,50,55,43,43,63,55,73
