segment_id,day_avg,hour_0_avg,hour_1_avg,hour_2_avg,hour_3_avg,hour_4_avg,hour_5_avg,hour_6_avg,hour_7_avg,hour_8_avg,hour_9_avg,hour_10_avg,hour_11_avg,hour_12_avg,hour_13_avg,hour_14_avg,hour_15_avg,hour_16_avg,hour_17_avg,hour_18_avg,hour_19_avg,hour_20_avg,hour_21_avg,hour_22_avg,hour_23_avg
78651605728,64,,,,,,,,,,73,,,57,,,,60,,,,,,,
321887683296,34,34,32,39,39,40,42,39,53,37,41,38,34,29,28,33,38,30,33,31,37,34,30,34,40
234814185225,36,37,36,44,,,,,,,,,,33,,,43,,,,,,,27,
93516472073,73,,,,73,,,,,,,,,,,,,,,,,,,,
213473566473,29,,,,,,,,,,,,,,,,,,,,,,,25,33
208138411785,58,,,,,,,,,,,,,,58,,,,,,,,,,
73316451040,53,,67,,56,63,,,,,45,,45,,,,44,,54,,,,,,
117440782089,29,,,,,,,,29,,,27,66,,32,29,14,,,24,,29,,,15
322726544096,40,42,69,,25,113,34,32,66,30,63,41,41,39,42,30,43,35,36,36,46,27,22,43,42
80094699273,30,,,,,,,,,,,,,,,30,,,,,,,,,
301385925344,37,35,,,,,,,,32,,49,,,45,,23,,,,,32,,51,
296050770656,56,82,29,30,68,,,132,,,31,23,43,67,45,107,81,40,41,44,,56,38,,53
290715615968,35,51,,41,42,,,41,36,38,,,40,31,,44,23,21,52,18,30,29,19,34,39
88181317385,37,,,,,,,,,34,,37,34,,,,,33,,,,45,,,
274710151904,64,53,,24,70,59,,,78,,55,47,76,99,,81,85,53,97,82,43,66,34,61,
102341034720,56,73,54,56,,,,,,51,57,70,58,66,47,54,46,47,,52,63,83,,38,42
248034378464,38,,,,,,,,,37,,33,37,47,,44,41,44,41,28,35,36,36,30,
242699223776,36,29,30,,,,,,,,,42,,,,36,38,,,37,37,39,,,
146666439392,76,107,90,,,,,,,,78,73,71,62,73,93,,73,70,61,81,57,,78,
141331284704,47,43,46,44,58,55,83,51,43,61,61,51,50,41,59,44,46,45,44,41,42,40,59,39,56
130660975328,4,,,,,,,,,,4,,,,,,,,,,,,,,
125325820640,38,,,,,,,,,,36,,42,,39,,33,,,39,,38,,,
119990665952,57,48,,,,,,,,,,71,,,,39,,,67,,,46,,,
48486424329,24,22,,,,,,,,,,,,,,26,,,,,,,24,,
